2023-07-31																																																																																																																																																																																																									56415000000.0	17655000000.0	2919000000.0	2919000000.0	4541000000.0	7166000000.0	38760000000.0	6089000000.0		725000000.0	725000000.0	17994000000.0		2293000000.0	1143000000.0	3029000000.0		35738000000.0	20170000000.0	5604000000.0			4486000000.0	15568000000.0		8866000000.0	4486000000.0		13352000000.0	6211000000.0	6702000000.0	20622000000.0		-4433000000.0	13000000.0	1316000000.0
2023-04-30																																																																																																																																																																																																									55549000000.0	17560000000.0	2781000000.0	2781000000.0	4317000000.0	7427000000.0	37989000000.0	6013000000.0		675000000.0	675000000.0	17733000000.0		2281000000.0	488000000.0	3035000000.0		35128000000.0	20251000000.0	5501000000.0			5004000000.0	14877000000.0		8372000000.0	5004000000.0		13376000000.0	5927000000.0	6505000000.0	20366000000.0		-3178000000.0	13000000.0	1318000000.0
2023-01-31																																																																																																																																																																																																									55591000000.0	18234000000.0	2530000000.0	2530000000.0	4644000000.0	7927000000.0	37357000000.0	5990000000.0		675000000.0	675000000.0	17421000000.0		2225000000.0	-65000000.0	3133000000.0		35528000000.0	21476000000.0	6535000000.0			5349000000.0	14052000000.0		7577000000.0	5349000000.0		12926000000.0	5849000000.0	6475000000.0	20011000000.0		-5005000000.0	13000000.0	1315000000.0
2022-10-31																																																																																																																																																																																																									57123000000.0	20506000000.0	4163000000.0	4163000000.0	5161000000.0	7623000000.0	36617000000.0	5784000000.0		733000000.0	733000000.0	17403000000.0		2160000000.0		3559000000.0		37214000000.0	23174000000.0	8717000000.0			4780000000.0	14040000000.0	1019000000.0	7853000000.0	4612000000.0		13484000000.0	6050000000.0	6187000000.0	19864000000.0		-5350000000.0	13000000.0	1296000000.0
2022-07-31																																																																																																																																																																																																									57675000000.0	19521000000.0	3762000000.0	3762000000.0	5554000000.0	6974000000.0	38154000000.0	5626000000.0		806000000.0	806000000.0	18308000000.0		2267000000.0	187000000.0	3231000000.0		37011000000.0	21299000000.0	6861000000.0			4743000000.0	15712000000.0		9137000000.0	4743000000.0		13880000000.0	6074000000.0	6575000000.0	20611000000.0		-4891000000.0	13000000.0	1323000000.0
2022-04-30																																																																																																																																																																																																									56324000000.0	18172000000.0	3027000000.0	3027000000.0	5322000000.0	6777000000.0	38152000000.0	5508000000.0		878000000.0	878000000.0	18306000000.0		13460000000.0		3046000000.0		35742000000.0	20190000000.0	5671000000.0			4596000000.0	15552000000.0		8905000000.0	4596000000.0		13501000000.0	6322000000.0	6647000000.0	20532000000.0		-5145000000.0	13000000.0	1329000000.0
2022-01-31																																																																																																																																																																																																									57873000000.0	19342000000.0	3861000000.0	3861000000.0	5321000000.0	7247000000.0	38531000000.0	5498000000.0		952000000.0	952000000.0	18303000000.0		2250000000.0	9000000.0	2913000000.0		37508000000.0	20473000000.0	6549000000.0			3795000000.0	17035000000.0		10277000000.0	3795000000.0		14072000000.0	6506000000.0	6758000000.0	20318000000.0		-5239000000.0	13000000.0	1325000000.0
2021-10-31																																																																																																																																																																																																									57699000000.0	18878000000.0	3996000000.0	3996000000.0	4511000000.0	7911000000.0	38821000000.0	5613000000.0		1022000000.0	1022000000.0	18306000000.0		2210000000.0	15000000.0	2460000000.0		37682000000.0	20687000000.0	7004000000.0			3744000000.0	16995000000.0	1130000000.0	9896000000.0	3552000000.0		14578000000.0	6362000000.0	7099000000.0	19971000000.0		-5597000000.0	13000000.0	1335000000.0
2021-07-31																																																																																																																																																																																																									56437000000.0	18745000000.0	5293000000.0	5293000000.0	3942000000.0	7111000000.0	37692000000.0	5510000000.0		892000000.0	892000000.0	18092000000.0		2286000000.0	2286000000.0	2399000000.0		39364000000.0	19641000000.0	6526000000.0			3736000000.0	19723000000.0		12489000000.0	3736000000.0		16225000000.0	5793000000.0	7234000000.0	17020000000.0		-7994000000.0	13000000.0	1338000000.0
2021-04-30																																																																																																																																																																																																									54132000000.0	16703000000.0	4625000000.0	4625000000.0	3117000000.0	6781000000.0	37429000000.0	5480000000.0		950000000.0	950000000.0	18017000000.0		12982000000.0	2212000000.0	2180000000.0		37521000000.0	17980000000.0	5533000000.0			3531000000.0	19541000000.0		12296000000.0	3531000000.0		15827000000.0	5368000000.0	7245000000.0	16560000000.0		-8229000000.0	13000000.0	1331000000.0
2021-01-31																																																																																																																																																																																																									53451000000.0	16072000000.0	4165000000.0	4165000000.0	2791000000.0	6816000000.0	37379000000.0	5573000000.0		993000000.0	993000000.0	18017000000.0		12796000000.0	2211000000.0	2300000000.0		37192000000.0	17931000000.0	5196000000.0			3727000000.0	19261000000.0		11963000000.0	3727000000.0		15690000000.0	5449000000.0	7298000000.0	16212000000.0		-8332000000.0	13000000.0	1315000000.0
2020-10-31																																																																																																																																																																																																									54015000000.0	16556000000.0	4233000000.0	4233000000.0	2674000000.0	7180000000.0	37459000000.0	5625000000.0		1103000000.0	1103000000.0	18017000000.0		2170000000.0	2170000000.0	2469000000.0		37919000000.0	18738000000.0	5383000000.0			3943000000.0	19181000000.0	1086000000.0	12186000000.0	3755000000.0		17027000000.0	5834000000.0	6995000000.0	16049000000.0		-8375000000.0	13000000.0	1287000000.0
2020-07-31																																																																																																																																																																																																									58239000000.0	21383000000.0	8465000000.0	8465000000.0	3469000000.0	6653000000.0	36856000000.0	2660000000.0		834000000.0	834000000.0	17442000000.0		2269000000.0	4000000.0	2796000000.0		42033000000.0	21610000000.0	6001000000.0			5727000000.0	20423000000.0		13676000000.0	5727000000.0		19457000000.0	6335000000.0	6693000000.0	16155000000.0		-8377000000.0	13000000.0	1300000000.0
2020-04-30																																																																																																																																																																																																									54515000000.0	17983000000.0	5131000000.0	5131000000.0	3476000000.0	6240000000.0	36532000000.0	2733000000.0		929000000.0	929000000.0	17444000000.0		2276000000.0	6000000.0	3136000000.0		38257000000.0	20197000000.0	5482000000.0			5162000000.0	18060000000.0		11498000000.0	5162000000.0		16715000000.0	6083000000.0	6507000000.0	16210000000.0		-8385000000.0	13000000.0	1291000000.0
2020-01-31																																																																																																																																																																																																									52244000000.0	14751000000.0	3171000000.0	3171000000.0	2560000000.0	6455000000.0	37493000000.0	2784000000.0		1008000000.0	1008000000.0	18305000000.0		2290000000.0		2565000000.0		35001000000.0	18754000000.0	5332000000.0			4510000000.0	16247000000.0		9306000000.0	4510000000.0		13872000000.0	5472000000.0	6885000000.0	17189000000.0		-7411000000.0	13000000.0	1315000000.0
2019-10-31																																																																																																																																																																																																									51803000000.0	15143000000.0	3753000000.0	3753000000.0	2387000000.0	6529000000.0	36660000000.0	6054000000.0		1128000000.0	1128000000.0	18306000000.0		2254000000.0		2474000000.0		34654000000.0	19159000000.0	5595000000.0			4425000000.0	15495000000.0		9395000000.0	4425000000.0		13820000000.0	5719000000.0	1039000000.0	17098000000.0		-7632000000.0	13000000.0	1323000000.0
2019-07-31																																																																																																																																																																																																									50760000000.0	15117000000.0	3693000000.0	3693000000.0	2216000000.0	8006000000.0	35643000000.0	6000000000.0		618000000.0	618000000.0	17587000000.0		2346000000.0		1202000000.0		33180000000.0	17158000000.0	5203000000.0			2207000000.0	16022000000.0		10453000000.0	2207000000.0		12660000000.0	6363000000.0	5569000000.0	17533000000.0		-7959000000.0	13000000.0	1334000000.0
2019-04-30																																																																																																																																																																																																									51140000000.0	15000000000.0	3585000000.0	3585000000.0	2182000000.0	6596000000.0	36140000000.0	6138000000.0		677000000.0	677000000.0	17587000000.0		2421000000.0		2637000000.0		32899000000.0	16077000000.0	5483000000.0			2114000000.0	16822000000.0		10332000000.0	2114000000.0		12446000000.0	5103000000.0	6490000000.0	18198000000.0		-7765000000.0	13000000.0	1382000000.0
2019-01-31																																																																																																																																																																																																									51758000000.0	15432000000.0	3781000000.0	3781000000.0	2300000000.0	6670000000.0	36326000000.0	6141000000.0		746000000.0	746000000.0	17588000000.0		11838000000.0		2681000000.0		33423000000.0	16459000000.0	5789000000.0			2073000000.0	16964000000.0		10280000000.0	2073000000.0		12353000000.0	5150000000.0	6684000000.0	18293000000.0		-8034000000.0	14000000.0	1412000000.0
2018-10-31																																																																																																																																																																																																									55493000000.0	17272000000.0	4880000000.0	4880000000.0	2447000000.0	8942000000.0	38221000000.0	6138000000.0		789000000.0	789000000.0	17537000000.0		2400000000.0	0.0	1003000000.0		34219000000.0	17198000000.0	6092000000.0			2005000000.0	17021000000.0		10136000000.0	1196000000.0		12141000000.0	5546000000.0	6885000000.0	21239000000.0	0.0	-5899000000.0	14000000.0	1459000000.0
2018-07-31																																																																																																																																																																																																									57513000000.0	17467000000.0	5193000000.0	5193000000.0	2771000000.0	6341000000.0	40046000000.0	6184000000.0		860000000.0	860000000.0	17626000000.0		15376000000.0	0.0	3162000000.0		34051000000.0	17407000000.0	6143000000.0			2326000000.0	16644000000.0		10296000000.0	1405000000.0		12289000000.0	5286000000.0	6681000000.0	23426000000.0	0.0	-5021000000.0	15000000.0	1531000000.0
2018-04-30																																																																																																																																																																																																									59876000000.0	19792000000.0	6986000000.0	6986000000.0	2848000000.0	6602000000.0	40084000000.0	6208000000.0		907000000.0	907000000.0	17537000000.0		15415000000.0	0.0	3356000000.0		35910000000.0	19084000000.0	6242000000.0			3855000000.0	16826000000.0		10305000000.0	3014000000.0		13825000000.0	5387000000.0	6856000000.0	23932000000.0	0.0	-5306000000.0	15000000.0	1582000000.0
2018-01-31																																																																																																																																																																																																									61619000000.0	20499000000.0	7673000000.0	7673000000.0	2431000000.0	6613000000.0	41120000000.0	6338000000.0		965000000.0	965000000.0	17516000000.0		16340000000.0	0.0	3782000000.0		37630000000.0	19343000000.0	5948000000.0			3915000000.0	18287000000.0		10040000000.0	3023000000.0		13955000000.0	5935000000.0	8247000000.0	23951000000.0	0.0	-6057000000.0	16000000.0	1619000000.0
2017-10-31																																																																																																																																																																																																									61406000000.0	21444000000.0	9579000000.0	9579000000.0	2315000000.0	8455000000.0	39962000000.0	6269000000.0		1042000000.0	1042000000.0	17516000000.0		2535000000.0	0.0	1095000000.0		37901000000.0	18924000000.0	6072000000.0			3850000000.0	18977000000.0		10182000000.0	3005000000.0		14032000000.0	5445000000.0	8795000000.0	23466000000.0	0.0	-7238000000.0	16000000.0	1647000000.0
2017-07-31																																																																																																																																																																																																									70931000000.0	23143000000.0	7757000000.0	7757000000.0	2144000000.0	9245000000.0	47788000000.0	6730000000.0		1411000000.0	1411000000.0	25491000000.0		14130000000.0	2632000000.0	3997000000.0		41881000000.0	18279000000.0	5717000000.0			2069000000.0	23602000000.0		14527000000.0	16596000000.0		16596000000.0	6198000000.0	9075000000.0	29012000000.0	0.0	-1676000000.0	16000000.0	1667000000.0
2017-04-30																																																																																																																																																																																																									67470000000.0	20273000000.0	8101000000.0	8101000000.0	2041000000.0	7039000000.0	47197000000.0	6692000000.0		1540000000.0	1540000000.0	25498000000.0		13447000000.0	0.0	3092000000.0		38423000000.0	17578000000.0	5194000000.0			2010000000.0	20845000000.0		11904000000.0	2010000000.0		13914000000.0	5790000000.0	8941000000.0	29011000000.0	0.0	-1867000000.0	16000000.0	1658000000.0
2017-01-31																																																																																																																																																																																																									76662000000.0	25525000000.0	9858000000.0	9858000000.0	1988000000.0	9404000000.0	51137000000.0	9497000000.0		1164000000.0	1164000000.0	24252000000.0		2600000000.0	0.0	4275000000.0		45088000000.0	21686000000.0	5535000000.0			3520000000.0	23402000000.0		12270000000.0	3520000000.0		15790000000.0	7381000000.0	11132000000.0	31501000000.0	0.0	2760000000.0	17000000.0	1700000000.0
2016-10-31																																																																																																																																																																																																									79679000000.0	28917000000.0	12987000000.0	12987000000.0	1774000000.0	8259000000.0	50762000000.0	9636000000.0		1084000000.0	1084000000.0	24178000000.0		2600000000.0	0.0	7796000000.0		48161000000.0	22531000000.0	4945000000.0			3532000000.0	25630000000.0		12608000000.0	2772000000.0		15693000000.0	10643000000.0	13022000000.0	31448000000.0	0.0	2782000000.0	17000000.0	1709000000.0
2016-07-31																																																																																																																																																																																																									78821000000.0	28470000000.0	10743000000.0	10743000000.0	1848000000.0	9981000000.0	50351000000.0	9579000000.0		1211000000.0	1211000000.0	24171000000.0		2700000000.0	0.0	5898000000.0		45995000000.0	19484000000.0	5030000000.0			911000000.0	26511000000.0		15354000000.0	911000000.0		16265000000.0	8428000000.0	11157000000.0	32426000000.0	0.0	2486000000.0	17000000.0	1715000000.0
2016-04-30																																																																																																																																																																																																									78064000000.0	31147000000.0	9010000000.0	9010000000.0	2099000000.0	7707000000.0	46917000000.0	9674000000.0		1436000000.0	1436000000.0	24244000000.0			0.0	12331000000.0		46040000000.0	20597000000.0	5289000000.0			965000000.0	25443000000.0		15247000000.0	965000000.0		16212000000.0	9064000000.0	10196000000.0	31634000000.0	0.0	301000000.0	17000000.0	1751000000.0
2016-01-31																																																																																																																																																																																																									77352000000.0	27756000000.0	8505000000.0	8505000000.0	2345000000.0	7898000000.0	49596000000.0	9700000000.0		1708000000.0	1708000000.0	27458000000.0			0.0	9008000000.0		45718000000.0	20351000000.0	4908000000.0			910000000.0	25367000000.0		15229000000.0			16139000000.0	8982000000.0	10138000000.0	31249000000.0	0.0	86000000.0	17000000.0	1778000000.0
2015-10-31																																																																																																																																																																																																									81270000000.0	29964000000.0	9842000000.0	9842000000.0	2198000000.0	14986000000.0	50097000000.0	9886000000.0		1930000000.0	1930000000.0	27261000000.0		45000000.0	0.0	2938000000.0		47352000000.0	22151000000.0	5828000000.0			691000000.0	25201000000.0		15103000000.0	161000000.0		15794000000.0	8322000000.0	10098000000.0	33535000000.0	0.0	0.0	38550000000.0	1761000000.0
2015-07-31																																																																																																																																																																																																									68308000000.0	22793000000.0	2774000000.0	2774000000.0	2299000000.0	7957000000.0	45515000000.0	8459000000.0		2231000000.0	2231000000.0	27857000000.0				10378000000.0		27582000000.0	18906000000.0	4884000000.0			752000000.0	8676000000.0		493000000.0			1245000000.0	7193000000.0		40318000000.0			42568000000.0	1826000000.0
2015-04-30																																																																																																																																																																																																									65300000000.0	22311000000.0	2719000000.0	2719000000.0	2046000000.0	7935000000.0	42989000000.0	8377000000.0		1693000000.0	1693000000.0	26039000000.0				10911000000.0		27063000000.0	18479000000.0	4494000000.0			935000000.0	8584000000.0		513000000.0			1448000000.0	7170000000.0		37836000000.0			40179000000.0	1826000000.0
2015-01-31																																																																																																																																																																																																										1367000000.0	-1367000000.0	-1367000000.0			-1367000000.0								2734000000.0																	37172000000.0				1826000000.0
2014-10-31																																																																																																																																																																																																									65071000000.0	22031000000.0	2319000000.0	2319000000.0	1884000000.0	13339000000.0	43040000000.0	8520000000.0		2057000000.0	2057000000.0	25960000000.0		6503000000.0		4489000000.0		27899000000.0	19760000000.0	4889000000.0			894000000.0	8139000000.0		485000000.0	127000000.0		1379000000.0	6798000000.0		36776000000.0		2782000000.0	39024000000.0	1801000000.0
2014-07-31																																																																																																																																																																																																																																												1801000000.0
2014-04-30																																																																																																																																																																																																																																												1813500000.0
2014-01-31																																																																																																																																																																																																										1374000000.0	-1374000000.0	-1374000000.0			-1374000000.0								2748000000.0																	38375000000.0				1819750000.0
2013-10-31																																																																																																																																																																																																									68775000000.0		2182000000.0	2182000000.0	2078000000.0			8510000000.0		28882000000.0	28882000000.0	25945000000.0				5548000000.0		30400000000.0	20912000000.0	4335000000.0						617000000.0				14808000000.0		37988000000.0				
